Protein.Group	Protein.Names	Genes	First.Protein.Description	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
Q9HBU6	EKI1_HUMAN	ETNK1		1.0384e+07	8.19377e+06	7.48236e+06	1.39742e+07	1.05992e+07	1.29872e+07	8.24638e+06	6.78181e+06	1.27723e+07	9.87437e+06	6.42196e+06	6.85033e+06	1.11686e+07	9.42838e+06	9.6076e+06	1.16496e+07	1.16087e+07	1.36181e+07	1.29416e+07	1.35327e+07	1.16983e+07	1.30251e+07	1.03479e+07	8.45698e+06	1.02513e+07	1.29836e+07	1.3623e+07
Q9HBX3	SNIT1_HUMAN	SND1-IT1																								707144	809111			
Q9HBX8	LGR6_HUMAN	LGR6																681267												
Q9HBX9	RXFP1_HUMAN	RXFP1								6.85501e+06																				
Q9HBY8	SGK2_HUMAN	SGK2														1.77839e+06														
Q9HC07	TM165_HUMAN	TMEM165		2.94299e+07	1.51902e+07	2.2912e+07	2.31824e+07	4.06136e+07	3.23213e+07	2.06807e+07	2.07006e+07	3.46442e+07	2.17611e+07	2.02975e+07	2.14698e+07	2.66598e+07	2.41333e+07	2.2675e+07	2.07847e+07	2.44406e+07	2.51824e+07	2.49913e+07	3.73809e+07	3.62167e+07	3.1606e+07	3.77536e+07	3.65799e+07	3.37225e+07	3.723e+07	3.46341e+07
Q9HC10	OTOF_HUMAN	OTOF						2.15106e+06															689443	473954	449792	6.79751e+06	2.16121e+06	2.14578e+06		
Q9HC16	ABC3G_HUMAN	APOBEC3G					7.01929e+06		2.14285e+06			1.09938e+06				8.0931e+06	8.72032e+06	8.75432e+06	8.55815e+06	7.50585e+06	7.20268e+06	7.24954e+06		1.68771e+06	1.97044e+06	3.4965e+06				1.41988e+06
Q9HC21	TPC_HUMAN	SLC25A19		1.53363e+07	1.65452e+07	1.31466e+07	1.75075e+07	2.29445e+07	1.29602e+07	1.68328e+07	1.48207e+07	1.67535e+07	1.44966e+07	1.67643e+07	1.57555e+07	1.61696e+07	1.69002e+07	1.83229e+07	1.95664e+07	1.5602e+07	1.72933e+07	1.48954e+07	1.8425e+07	2.16165e+07	2.27768e+07	1.5943e+07	1.61732e+07	1.81479e+07	1.19093e+07	1.14755e+07
Q9HC24	LFG4_HUMAN	TMBIM4																								56198.6	96714.9			
Q9HC29	NOD2_HUMAN	NOD2									129922																			
Q9HC35	EMAL4_HUMAN	EML4		1.25052e+07	1.29675e+07	1.19459e+07	1.60685e+07	7.48527e+06	8.04046e+06	1.33728e+07	1.18468e+07	1.15074e+07	1.11431e+07	1.33963e+07	1.26246e+07	1.36491e+07	1.34446e+07	1.46179e+07	1.52381e+07	1.37895e+07	1.47051e+07	1.47305e+07	7.99698e+06	7.84297e+06	7.52987e+06	7.21213e+06	8.36438e+06	8.54502e+06	6.50402e+06	6.59206e+06
Q9HC36	MRM3_HUMAN	MRM3		1.59867e+07	1.88973e+07	1.95513e+07	1.91068e+07	2.29587e+07	1.76948e+07	1.66554e+07	1.68442e+07	1.7851e+07	1.71169e+07	1.50589e+07	1.77928e+07	1.6852e+07	1.79541e+07	1.42823e+07	1.53522e+07	1.69178e+07	1.99227e+07	1.91002e+07	1.61289e+07	2.16761e+07	2.17988e+07	1.88487e+07	1.59978e+07	1.7842e+07	1.90265e+07	2.0233e+07
Q9HC38	GLOD4_HUMAN	GLOD4		1.73712e+08	1.47314e+08	1.634e+08	1.77958e+08	2.01072e+08	2.115e+08	1.65192e+08	1.55492e+08	1.73012e+08	1.69716e+08	1.4387e+08	1.59075e+08	2.04662e+08	1.91446e+08	1.96511e+08	1.86982e+08	2.25228e+08	1.88868e+08	1.93471e+08	1.98288e+08	1.76929e+08	2.06181e+08	1.71293e+08	1.94931e+08	1.93984e+08	2.01681e+08	2.05181e+08
Q9HC44	GPBL1_HUMAN	GPBP1L1		3.28687e+06	1.81311e+06	2.07085e+06	2.31997e+06		1.36183e+06			2.9265e+06	2.35067e+06	2.64647e+06	2.23104e+06	1.61577e+06				2.14654e+06	1.42089e+06	2.02108e+06	1.21176e+06	1.99675e+06			1.73142e+06	1.79736e+06		1.31584e+06
Q9HC52	CBX8_HUMAN	CBX8		6.46764e+06	6.52644e+06	5.9859e+06	3.12486e+06	8.34398e+06	4.36942e+06	6.83617e+06	4.74871e+06	5.76618e+06	6.16361e+06	5.99273e+06	6.34538e+06	2.59304e+06	3.00928e+06	3.07498e+06	3.11095e+06	4.21307e+06	4.22967e+06	2.50325e+06	4.91482e+06	5.11823e+06	4.9857e+06	4.88272e+06	6.07259e+06	5.89092e+06	4.4968e+06	3.876e+06
Q9HC56	PCDH9_HUMAN	PCDH9						3.51126e+06	1.35508e+06														4.41549e+06	3.88059e+06	4.22843e+06	4.17393e+06	5.23369e+06	3.7588e+06	1.6381e+06	1.50394e+06
Q9HC57	WFDC1_HUMAN	WFDC1										1.14231e+06																		
Q9HC73	CRLF2_HUMAN	CRLF2															279138										291799			
Q9HC77	CENPJ_HUMAN	CENPJ		1.87889e+06	1.64705e+06	1.48141e+06	906374	861175	988660	1.61938e+06	1.89728e+06	1.65947e+06	1.96619e+06	1.45355e+06	1.64375e+06	769355	840542	814542	591983	914451	909127	1.1434e+06		1.22951e+06	753190		1.27045e+06	1.01995e+06	1.14185e+06	1.1626e+06
Q9HC97	GPR35_HUMAN	GPR35																										889442		
Q9HC98	NEK6_HUMAN	NEK6		6.44898e+06	4.6262e+06	3.56667e+06	6.09456e+06	1.05995e+07	7.79854e+06	5.82585e+06	4.23624e+06	9.20357e+06	6.47506e+06	4.22757e+06	4.38701e+06	8.84265e+06	6.62689e+06	7.53483e+06	4.79001e+06	6.43341e+06	7.5336e+06	9.17365e+06	9.82238e+06	8.08315e+06	8.04009e+06	8.61072e+06	7.93644e+06	1.01451e+07	8.13377e+06	8.76593e+06
Q9HCC0	MCCB_HUMAN	MCCC2		4.27248e+07	6.10282e+07	3.94623e+07	3.96632e+07	3.84982e+07	2.85113e+07	4.05388e+07	4.5401e+07	5.86061e+07	3.8961e+07	5.8498e+07	5.68641e+07	3.52961e+07	3.5897e+07	2.77641e+07	3.0628e+07	2.84898e+07	3.90694e+07	3.78394e+07	2.54576e+07	2.79957e+07	3.06136e+07	2.51711e+07	2.97537e+07	3.67517e+07	2.71738e+07	2.59179e+07
Q9HCD5	NCOA5_HUMAN	NCOA5		4.45452e+07	4.0256e+07	3.64165e+07	3.45177e+07	4.10006e+07	4.04466e+07	4.67134e+07	3.56488e+07	4.30741e+07	4.42563e+07	4.13963e+07	4.13372e+07	4.36795e+07	4.38207e+07	4.04218e+07	4.41273e+07	4.64525e+07	4.25307e+07	4.25984e+07	4.3267e+07	4.3815e+07	4.55964e+07	4.40812e+07	4.45141e+07	4.2499e+07	4.5928e+07	4.66249e+07
Q9HCD6	TANC2_HUMAN	TANC2		633058				1.27537e+06	1.75836e+06	639184	385243	728224	711406		761773		721364					350188	1.62845e+06	809295	1.44144e+06	1.59921e+06	2.1042e+06	1.99915e+06	1.45279e+06	1.42732e+06
Q9HCE0	EPG5_HUMAN	EPG5		1.20203e+06	1.38421e+06	1.45015e+06	1.40921e+06	1.74643e+06	1.57571e+06	914496	1.25423e+06	847196	1.4903e+06	1.32725e+06	1.30597e+06	1.76388e+06	1.38305e+06	1.55139e+06	1.49207e+06	1.65038e+06	1.55941e+06	1.74831e+06	1.64562e+06	1.41071e+06	1.7831e+06	1.99002e+06	1.83317e+06	1.83889e+06	1.64013e+06	1.61197e+06
Q9HCE1	MOV10_HUMAN	MOV10		9.08703e+06	7.32951e+06	8.67521e+06		1.18388e+07	7.93477e+06	9.52222e+06	1.0973e+07	8.59977e+06	7.89305e+06	7.10761e+06	7.11366e+06	2.45474e+06	1.60651e+06	1.38003e+06	907694				1.03786e+07	8.95912e+06	9.7839e+06	1.92578e+07	1.39429e+07	1.05768e+07	8.16222e+06	8.29762e+06
Q9HCE3	ZN532_HUMAN	ZNF532						249939															200549	127908	193649	345324				201742
Q9HCE5	MET14_HUMAN	METTL14		1.14033e+07	9.91405e+06	9.53498e+06	8.74266e+06	7.07298e+06	1.36976e+07	1.09945e+07	9.82513e+06	1.27812e+07	1.19993e+07	9.62921e+06	9.89476e+06	1.06409e+07	1.08774e+07	9.94975e+06	1.17992e+07	1.24664e+07	9.98271e+06	1.01688e+07	1.05347e+07	1.02984e+07	1.32134e+07	8.63476e+06	1.10591e+07	7.79704e+06	1.15275e+07	1.52418e+07
Q9HCE6	ARGAL_HUMAN	ARHGEF10L						6.02618e+06	6.23641e+06							7.32394e+06			5.70023e+06		5.10223e+06	5.30692e+06	9.2538e+06	4.73623e+06	9.18953e+06	8.12266e+06	5.89513e+06	5.8493e+06	6.60226e+06	5.01632e+06
Q9HCE7	SMUF1_HUMAN	SMURF1										3.92729e+06													3.42047e+06				2.38775e+06	2.7414e+06
Q9HCE9	ANO8_HUMAN	ANO8		307460	185759	230084	137962	216051		247568	122393		147725	229109	243179	220926		315761	231723				233178	229925	282446	171330	174791			
Q9HCG1	ZN160_HUMAN	ZNF160						494363														680037		917383	736286					1.02694e+06
Q9HCG7	GBA2_HUMAN	GBA2		328151	443102	509380	502396	757889	651887	453288	419177	677504		210487	395399		498894	564159	470071			557631	730011	754837	941340	534593	953646	792022	569591	860144
Q9HCG8	CWC22_HUMAN	CWC22		1.31297e+07	1.33413e+07	1.49189e+07	9.72254e+06	1.12248e+07	1.0111e+07	1.24767e+07	1.12753e+07	1.34784e+07	1.57431e+07	1.27259e+07	1.29534e+07	1.16144e+07	1.20733e+07	1.03264e+07	1.12133e+07	1.27363e+07	1.38651e+07	1.25784e+07	1.0941e+07	1.06518e+07	1.10327e+07	1.19655e+07	1.1727e+07	1.12712e+07	1.11397e+07	1.19395e+07
Q9HCH0	NCK5L_HUMAN	NCKAP5L		2.60133e+06		1.25162e+06	2.71894e+06	3.10806e+06	3.37458e+06	1.81714e+06		2.31429e+06	1.20381e+06		1.72098e+06	3.15536e+06	2.11956e+06	2.99317e+06	2.78103e+06	3.12025e+06	2.09523e+06	2.09562e+06	4.14183e+06	2.29512e+06	3.8418e+06	3.42979e+06	2.71712e+06	3.06033e+06	3.30053e+06	3.30726e+06
Q9HCI6	K1586_HUMAN	KIAA1586		1.7381e+06	1.35186e+06	1.45346e+06	1.27721e+06	1.12182e+06	1.01056e+06	1.8551e+06	1.56498e+06	2.03404e+06	1.89773e+06	1.82633e+06	1.9112e+06	1.43742e+06	1.28644e+06	1.56012e+06	1.64266e+06	1.40816e+06	1.51491e+06	1.09663e+06	1.4226e+06	1.47246e+06	1.10692e+06	879694	1.12572e+06	1.59484e+06	1.93206e+06	1.64349e+06
Q9HCI7	MSL2_HUMAN	MSL2		4.21906e+06	4.83084e+06	4.98679e+06	4.85174e+06			4.01263e+06	4.13434e+06	5.70254e+06	7.00827e+06	3.61681e+06	4.34065e+06	5.2507e+06	4.81648e+06	5.28475e+06	5.84412e+06	5.96492e+06	5.69386e+06	4.98535e+06								
Q9HCJ0	TNR6C_HUMAN	TNRC6C		1.68371e+06	1.01765e+06	1.29484e+06	1.82789e+06	2.15998e+06	2.48295e+06	1.48793e+06	1.26314e+06	1.29394e+06	1.2899e+06	1.51651e+06	1.24114e+06	1.66446e+06	1.61194e+06	1.86705e+06	2.42919e+06	1.75895e+06	1.62594e+06	1.80942e+06	2.02231e+06	2.13641e+06	1.93924e+06	2.29106e+06	1.68132e+06	2.07559e+06	2.1912e+06	1.95598e+06
Q9HCJ6	VAT1L_HUMAN	VAT1L		8.58603e+06	1.10351e+07		6.70591e+06	1.37295e+08	9.72085e+07	8.76395e+06	7.27268e+06	3.13125e+06	1.7624e+06	1.54474e+07	1.4738e+07	1.89516e+07	1.57874e+07	2.0655e+07	1.64809e+07	1.21785e+07	8.42428e+06	8.14052e+06	1.62413e+08	1.51644e+08	1.45346e+08	1.42057e+08	2.14706e+08	1.5684e+08	1.01377e+08	9.73588e+07
Q9HCK5	AGO4_HUMAN	AGO4		4.90081e+06	3.5324e+06	3.44478e+06	3.42524e+06	5.08451e+06	6.59576e+06	4.79693e+06	3.67682e+06	4.75519e+06	3.13588e+06	3.86248e+06	3.98296e+06	4.07885e+06	3.95992e+06	3.70122e+06	4.4972e+06		4.78699e+06	3.90254e+06	5.29972e+06	4.15792e+06	4.98391e+06	3.47476e+06	5.85165e+06	5.34281e+06	5.67984e+06	5.81087e+06
Q9HCK8	CHD8_HUMAN	CHD8		7.75909e+06	7.84608e+06	7.71082e+06	7.57698e+06	5.94443e+06	9.09245e+06	8.0082e+06	7.27833e+06	7.48675e+06	7.52173e+06	7.36222e+06	7.89481e+06	8.46778e+06	7.2776e+06	7.05729e+06	7.29405e+06	9.18302e+06	8.06249e+06	7.97276e+06	1.01875e+07	1.02271e+07	9.54437e+06	9.55045e+06	8.51643e+06	5.13289e+06	9.82433e+06	9.66964e+06
Q9HCM1	RESF1_HUMAN	RESF1		2.43279e+06	2.13466e+06	1.53858e+06	1.61989e+06	2.51535e+06	2.31821e+06	2.40752e+06	2.00735e+06	1.34828e+06	1.10129e+06	2.29195e+06	2.20829e+06	1.46327e+06	1.57531e+06	1.7276e+06	1.34455e+06	1.5355e+06	1.55009e+06	1.38812e+06	2.89022e+06	2.22347e+06	2.19848e+06	3.01576e+06	2.54078e+06	2.75768e+06	2.23982e+06	1.84786e+06
Q9HCM2	PLXA4_HUMAN	PLXNA4		1.44894e+06	1.07198e+06	1.50973e+06	1.37025e+06	1.46977e+06	1.0778e+06	1.2999e+06	1.68875e+06	1.94279e+06	1.84509e+06	1.24638e+06	1.35779e+06	1.26316e+06	1.24393e+06	1.46764e+06	1.20394e+06	1.50828e+06	1.48728e+06	1.4686e+06	1.23569e+06	917011	1.03113e+06	1.31663e+06	1.04938e+06	1.3428e+06	981452	1.11352e+06
Q9HCM7	FBSL_HUMAN	FBRSL1		5.00144e+06	5.35774e+06	4.83127e+06	6.59855e+06	6.26582e+06	5.95241e+06	4.8012e+06	5.43188e+06	6.55675e+06	5.68644e+06	5.62086e+06	5.5618e+06	6.68712e+06	6.36693e+06	6.20113e+06	5.83548e+06	6.40847e+06	6.58116e+06	6.96404e+06	6.00552e+06	7.09098e+06	6.39921e+06	5.19071e+06	6.07964e+06	5.55398e+06	5.56075e+06	6.16806e+06
Q9HCM9	TRI39_HUMAN	TRIM39											650649															852529		
Q9HCN4	GPN1_HUMAN	GPN1		1.65414e+07	1.68763e+07	1.91447e+07	2.17511e+07	2.76904e+07	2.04637e+07	1.87557e+07	1.89776e+07	2.17924e+07	1.96263e+07	2.0302e+07	1.75953e+07	1.92428e+07	1.94211e+07	2.14884e+07	2.33007e+07	1.9251e+07	1.97876e+07	2.10566e+07	2.90235e+07	2.66234e+07	3.16735e+07	2.53962e+07	2.90478e+07	3.10093e+07	2.14773e+07	2.13052e+07
Q9HCN8	SDF2L_HUMAN	SDF2L1		3.02075e+07	3.38697e+07	2.58632e+07	4.61505e+07	3.15648e+07	4.08713e+07	3.39797e+07	2.60042e+07	2.57327e+07	1.95033e+07	3.40858e+07	3.44686e+07	3.90387e+07	4.7024e+07	4.59507e+07	4.8041e+07	4.35188e+07	4.18527e+07	4.26994e+07	3.72399e+07	3.90756e+07	3.31392e+07	3.95151e+07	4.2091e+07	2.68629e+07	3.7947e+07	3.50191e+07
Q9HCP0	KC1G1_HUMAN	CSNK1G1		4.25045e+06	3.01765e+06	3.8847e+06	7.38917e+06	5.43905e+06	4.76499e+06	2.9922e+06	4.06118e+06	3.85887e+06	6.02054e+06	4.71628e+06	4.33362e+06	6.63714e+06	7.57974e+06	7.93567e+06	5.88254e+06	6.7782e+06	5.8258e+06	6.62872e+06	4.97836e+06	5.43061e+06	5.58975e+06	4.50761e+06	4.51276e+06	5.45082e+06	4.80873e+06	4.65423e+06
Q9HCS7	SYF1_HUMAN	XAB2		1.96661e+07	2.20997e+07	2.03198e+07	2.03153e+07	1.76704e+07	1.97796e+07	2.34629e+07	1.90964e+07	1.81943e+07	2.29896e+07	2.12144e+07	2.2596e+07	2.32667e+07	2.3308e+07	2.19288e+07	2.36079e+07	2.52671e+07	2.60422e+07	2.32239e+07	1.92187e+07	1.87431e+07	1.82683e+07	2.17209e+07	1.9152e+07	2.00438e+07	1.93525e+07	2.03729e+07
Q9HCT0	FGF22_HUMAN	FGF22																						2.2687e+06						
Q9HCU0	CD248_HUMAN	CD248					469201																							
Q9HCU5	SEC12_HUMAN	PREB		4.62806e+07	5.46296e+07	4.93868e+07	9.91172e+07	1.42962e+08	7.80282e+07	4.22882e+07	4.05775e+07	4.6512e+07	4.02313e+07	4.82996e+07	4.53129e+07	8.52345e+07	7.90893e+07	8.70688e+07	1.10911e+08	8.37627e+07	8.70161e+07	8.84231e+07	1.10494e+08	1.1115e+08	1.29913e+08	1.09642e+08	1.43886e+08	1.32826e+08	7.78531e+07	7.64977e+07
Q9HCU8	DPOD4_HUMAN	POLD4		3.2356e+06	2.10953e+06	1.83418e+06	5.63596e+06	5.02141e+06	7.45612e+06	3.29552e+06	2.17998e+06	2.5949e+06	1.55842e+06	1.84554e+06	2.54803e+06	4.67854e+06	5.27298e+06	5.96052e+06	6.88928e+06	4.52126e+06	5.11838e+06	4.39315e+06	5.31147e+06	4.84444e+06	5.49924e+06	3.8946e+06	6.21128e+06	4.39165e+06	5.47979e+06	5.63685e+06
Q9HCU9	BRMS1_HUMAN	BRMS1		3.83764e+06	3.7183e+06	3.55735e+06	3.41425e+06	4.41254e+06	4.02431e+06	3.78522e+06	3.13144e+06	4.15137e+06	4.33682e+06	3.29951e+06	3.92832e+06	3.34056e+06	3.68197e+06	3.19432e+06	3.27086e+06	4.10215e+06	3.17355e+06	3.83256e+06	4.32787e+06	3.52003e+06	4.84666e+06	4.16524e+06	4.53388e+06	4.15698e+06	3.96443e+06	4.70038e+06
Q9HCZ1	ZN334_HUMAN	ZNF334					693829										802259			1.48494e+06	654985	1.11682e+06	1.19392e+06		1.43279e+06	1.30746e+06		1.10072e+06		
Q9HD15	SRA1_HUMAN	SRA1		2.52789e+07	3.31192e+07	3.17942e+07	2.8352e+07	2.09816e+07	2.30142e+07	2.51806e+07	3.72584e+07	3.35841e+07	3.51504e+07	3.59992e+07	3.51791e+07	2.82421e+07	2.60978e+07	3.02689e+07	2.47806e+07	2.81206e+07	2.45432e+07	2.79379e+07	2.82047e+07	3.01206e+07	2.43021e+07	2.9182e+07	2.12201e+07	2.05238e+07	2.70309e+07	2.61426e+07
Q9HD20	AT131_HUMAN	ATP13A1		2.64413e+07	2.19247e+07	2.2793e+07	4.81276e+07	1.8157e+07	2.19438e+07	2.50878e+07	2.037e+07	1.55254e+07	2.18141e+07	2.06269e+07	2.23001e+07	5.45568e+07	4.94009e+07	5.01575e+07	4.82918e+07	4.72628e+07	4.7108e+07	4.96437e+07	1.96782e+07	1.9039e+07	1.90186e+07	2.39873e+07	1.86812e+07	1.71835e+07	2.15033e+07	2.1643e+07
Q9HD23	MRS2_HUMAN	MRS2		3.01249e+06	3.45104e+06	2.85615e+06	2.1493e+06	5.50247e+06	4.35166e+06	2.77541e+06	2.97524e+06	4.52782e+06	1.81146e+06	3.1049e+06	2.72055e+06	2.21069e+06	2.1148e+06	1.60365e+06	2.16327e+06	1.95631e+06	2.60344e+06	2.19051e+06	3.24943e+06	3.83182e+06	4.32448e+06	4.19631e+06	4.04925e+06	4.61345e+06	3.59182e+06	3.99792e+06
Q9HD26	GOPC_HUMAN	GOPC		5.46431e+07	5.23603e+07	4.46582e+07	3.26014e+07	4.86954e+07	4.56523e+07	4.74958e+07	3.99296e+07	5.17344e+07	4.56801e+07	4.47319e+07	4.88604e+07	3.36717e+07	3.21674e+07	3.08418e+07	2.94505e+07	3.37424e+07	3.22071e+07	3.06554e+07	4.42136e+07	4.58262e+07	4.93308e+07	5.93119e+07	4.41393e+07	4.83468e+07	4.98873e+07	4.94657e+07
Q9HD33	RM47_HUMAN	MRPL47		4.15475e+07	4.75715e+07	4.54783e+07	4.33519e+07	4.49457e+07	3.26336e+07	4.46756e+07	5.56543e+07	5.49246e+07	4.60002e+07	4.80798e+07	5.03884e+07	4.85088e+07	5.21828e+07	4.42837e+07	5.41028e+07	4.8224e+07	5.00605e+07	5.35758e+07	3.48109e+07	4.64412e+07	4.06533e+07	3.89884e+07	3.91935e+07	3.70292e+07	4.13759e+07	4.00824e+07
Q9HD34	LYRM4_HUMAN	LYRM4		4.35913e+06	5.4793e+06	4.33824e+06	5.26781e+06	3.53185e+06	3.34487e+06	4.15903e+06	3.52452e+06	4.54806e+06	3.88746e+06	5.91645e+06	4.97025e+06	3.57533e+06	4.35994e+06	4.05473e+06	5.79865e+06	2.99064e+06	4.60178e+06	5.1612e+06	3.16134e+06	2.64134e+06	3.5232e+06	3.5734e+06	3.11223e+06	3.16765e+06	2.75676e+06	3.05738e+06
Q9HD36	B2L10_HUMAN	BCL2L10					3.55738e+06									3.12577e+06	2.71414e+06	2.77441e+06	2.10991e+06	2.17579e+06	3.04501e+06	2.71752e+06								
Q9HD40	SPCS_HUMAN	SEPSECS		5.48348e+06	4.57998e+06	5.1106e+06	2.62889e+06	2.55341e+06	2.24095e+06	5.19783e+06	4.03766e+06	4.40808e+06	4.1731e+06	3.9661e+06	4.6663e+06	2.46704e+06	2.24161e+06	3.12257e+06	2.89986e+06	1.92704e+06	2.79358e+06	2.12957e+06	3.30087e+06	1.51344e+06	2.53761e+06	3.01053e+06	2.18382e+06	2.47775e+06	2.3695e+06	2.16717e+06
Q9HD42	CHM1A_HUMAN	CHMP1A		3.34392e+07	3.09302e+07	2.78303e+07	5.40987e+07	4.40589e+07	4.40865e+07	3.45433e+07	3.31614e+07	3.53853e+07	3.01074e+07	3.18887e+07	3.49694e+07	6.19066e+07	5.31456e+07	6.75553e+07	5.09896e+07	5.8053e+07	5.21765e+07	5.51001e+07	5.11578e+07	5.19512e+07	4.84221e+07	4.96114e+07	5.12623e+07	4.96891e+07	5.15081e+07	5.15524e+07
Q9HD43	PTPRH_HUMAN	PTPRH																				1.23289e+06								
Q9HD45	TM9S3_HUMAN	TM9SF3		4.53764e+07	4.18055e+07	4.72184e+07	5.73357e+07	5.1081e+07	5.92108e+07	4.08438e+07	4.44699e+07	4.85238e+07	4.01222e+07	4.29836e+07	4.08895e+07	6.02851e+07	5.5906e+07	6.20973e+07	5.70522e+07	5.09178e+07	5.97553e+07	5.49409e+07	5.45584e+07	4.75706e+07	5.27508e+07	5.18958e+07	6.12983e+07	5.29229e+07	5.27594e+07	5.38874e+07
Q9HD47	MOG1_HUMAN	RANGRF		2.03638e+06	2.05623e+06	2.89738e+06	5.59244e+06	5.2755e+06	5.85463e+06	2.00747e+06	2.36231e+06	2.30035e+06	2.55835e+06	1.80077e+06	1.96838e+06	4.7688e+06	4.49912e+06	5.14791e+06	5.92316e+06	6.29021e+06	4.37265e+06	4.77445e+06	5.50154e+06	5.57032e+06	5.28999e+06	4.69661e+06	4.73725e+06	3.31692e+06	6.60987e+06	6.34166e+06
Q9HD64	XAGE1_HUMAN	XAGE1A		3.75051e+06	5.51138e+06	2.85217e+06		2.73587e+06	3.68631e+06	2.64931e+06	2.00217e+06	4.34643e+06	2.39181e+06	4.53756e+06									5.28396e+06	2.56305e+06	2.48353e+06	2.517e+06		4.83905e+06	2.78032e+06	2.67273e+06
Q9HD67	MYO10_HUMAN	MYO10					119854		111231			63517				257518	216855	142574	122462	191048	225993	213083		113960	70811.8		115423	101636	124988	149413
Q9HD87	CF050_HUMAN	C6orf50																											1.25998e+06	
